2.406-2.595 min,,
#Point,X(Thompsons),Y(Counts)
73,91.1,2.3435845375061
74,91.9,12.8610286712646
75,92.0,11.4651679992676
76,92.9,8.64010620117188
77,93.0,82.1471252441406
78,94.0,213.912460327148
79,95.0,154.609191894531
80,95.0,140.014007568359
81,96.0,136.162445068359
82,96.1,41.1762428283691
83,96.9,4.2290096282959
84,97.0,14.4014196395874
85,97.9,8.38749599456787
86,98.1,12.4570627212524
87,102.8,4.51488924026489
88,102.9,103.149559020996
89,103.0,6.02223634719849
90,103.8,1.17728745937347
91,103.9,1.47897386550903
92,104.9,7.56546592712402
93,105.0,59.9934844970703
94,105.1,2.90306234359741
95,105.9,15.9407415390015
96,106.0,16.6510486602783
97,108.9,3.18443608283997
98,109.0,236.699462890625
99,109.9,4.54596900939941
100,110.0,88.1124877929688
101,114.9,14.1641845703125
102,115.0,5.14717435836792
103,118.9,17.0855865478516
104,119.0,26.6889114379883
105,123.9,4.95957469940186
106,124.0,147.426040649414
107,125.0,1.28845548629761
108,126.0,32.4454917907715
109,126.1,234.184310913086
110,127.0,2.73660516738892
111,132.9,117.370002746582
112,133.0,17.8731536865234
113,142.1,259.989044189453
114,143.1,2.47962999343872
115,146.8,1.95824825763702
116,146.9,64.0207824707031
117,154.9,2.35808944702148
118,155.0,1.54718196392059
119,156.0,5.23278999328613
120,156.1,7.36381959915161
121,157.0,1.26531410217285
122,162.7,1.31525909900665
123,162.9,27.5253295898438
124,163.0,4.06995725631714
125,176.8,9.84177875518799
126,176.9,35.7047004699707
127,190.9,119.59831237793
128,192.9,114.604293823242
129,193.0,2.72044014930725
130,207.0,510.027038574219
131,208.0,106.065475463867
132,208.9,42.0905303955078
133,209.0,27.0263500213623
134,252.9,15.2989931106567
135,253.0,9.96027755737305
136,266.9,11.7916479110718
137,267.0,1.44570207595825
138,281.0,97.1376647949219
139,281.1,22.9533958435059
140,281.9,1.26047432422638
3.859-4.075 min,,
#Point,X(Thompsons),Y(Counts)
0,30.0,97.3905792236328
1,31.0,788.014831542969
2,32.0,2286.111328125
3,32.9,19.5132255554199
4,33.0,155.692047119141
5,34.0,208.164413452148
6,35.0,287.121734619141
7,36.0,119.874069213867
8,37.0,362.941589355469
9,38.0,526.153625488281
10,39.1,3530.17065429688
